Departing_Port,Arriving_Port,Airline,Month_Start,Flights,Departures_Delayed,Arrivals_Delayed
Brisbane,Mackay,Qantas,2022-02-01,69,4.0,7.0
Brisbane,Melbourne,Qantas,2022-02-01,249,40.0,28.0
Brisbane,Mount Isa,Qantas,2022-02-01,33,3.0,3.0
Brisbane,Perth,Qantas,2022-02-01,20,11.0,4.0
Brisbane,Sydney,Qantas,2022-02-01,356,45.0,41.0
Brisbane,Townsville,Qantas,2022-02-01,82,8.0,11.0
Broome,Perth,Qantas,2022-02-01,72,7.0,5.0
Cairns,Brisbane,Qantas,2022-02-01,75,6.0,7.0
Cairns,Melbourne,Qantas,2022-02-01,24,2.0,1.0
Cairns,Sydney,Qantas,2022-02-01,31,1.0,1.0
Canberra,Brisbane,Qantas,2022-02-01,5,0.0,2.0
Canberra,Melbourne,Qantas,2022-02-01,8,1.0,2.0
Darwin,Brisbane,Qantas,2022-02-01,28,7.0,8.0
Darwin,Perth,Qantas,2022-02-01,13,1.0,0.0
Gold Coast,Melbourne,Qantas,2022-02-01,38,12.0,9.0
Gold Coast,Sydney,Qantas,2022-02-01,80,21.0,25.0
Hamilton Island,Brisbane,Qantas,2022-02-01,20,3.0,4.0
Hamilton Island,Sydney,Qantas,2022-02-01,24,3.0,1.0
Hobart,Sydney,Qantas,2022-02-01,38,5.0,7.0
Kalgoorlie,Perth,Qantas,2022-02-01,20,2.0,2.0
Karratha,Perth,Qantas,2022-02-01,59,2.0,4.0
Mackay,Brisbane,Qantas,2022-02-01,69,7.0,6.0
Melbourne,Adelaide,Qantas,2022-02-01,140,8.0,6.0
Melbourne,Brisbane,Qantas,2022-02-01,251,20.0,43.0
Melbourne,Cairns,Qantas,2022-02-01,24,1.0,2.0
Melbourne,Canberra,Qantas,2022-02-01,9,1.0,3.0
Melbourne,Gold Coast,Qantas,2022-02-01,38,2.0,4.0
Melbourne,Perth,Qantas,2022-02-01,31,21.0,17.0
Melbourne,Sunshine Coast,Qantas,2022-02-01,35,3.0,2.0
Melbourne,Sydney,Qantas,2022-02-01,601,28.0,37.0
Mount Isa,Brisbane,Qantas,2022-02-01,32,4.0,4.0
Newman,Perth,Qantas,2022-02-01,12,1.0,1.0
Perth,Adelaide,Qantas,2022-02-01,15,4.0,3.0
Perth,Brisbane,Qantas,2022-02-01,19,3.0,6.0
Perth,Broome,Qantas,2022-02-01,72,4.0,5.0
Perth,Darwin,Qantas,2022-02-01,13,0.0,0.0
Perth,Kalgoorlie,Qantas,2022-02-01,20,1.0,1.0
Perth,Karratha,Qantas,2022-02-01,60,4.0,2.0
Perth,Melbourne,Qantas,2022-02-01,25,10.0,11.0
Perth,Newman,Qantas,2022-02-01,13,2.0,1.0
Perth,Port Hedland,Qantas,2022-02-01,48,0.0,4.0
Perth,Sydney,Qantas,2022-02-01,35,9.0,8.0
Port Hedland,Perth,Qantas,2022-02-01,49,13.0,11.0
Sunshine Coast,Melbourne,Qantas,2022-02-01,36,6.0,3.0
Sunshine Coast,Sydney,Qantas,2022-02-01,32,6.0,5.0
Sydney,Adelaide,Qantas,2022-02-01,144,7.0,3.0
Sydney,Brisbane,Qantas,2022-02-01,350,40.0,50.0
Sydney,Cairns,Qantas,2022-02-01,31,1.0,3.0
Sydney,Gold Coast,Qantas,2022-02-01,82,10.0,16.0
Sydney,Hamilton Island,Qantas,2022-02-01,24,1.0,1.0
Sydney,Hobart,Qantas,2022-02-01,39,1.0,4.0
Sydney,Melbourne,Qantas,2022-02-01,586,59.0,31.0
Sydney,Perth,Qantas,2022-02-01,32,21.0,13.0
Sydney,Sunshine Coast,Qantas,2022-02-01,35,7.0,5.0
Townsville,Brisbane,Qantas,2022-02-01,82,12.0,8.0
Adelaide,Alice Springs,QantasLink,2022-02-01,23,4.0,3.0
Adelaide,Canberra,QantasLink,2022-02-01,46,5.0,6.0
Adelaide,Gold Coast,QantasLink,2022-02-01,6,0.0,0.0
Adelaide,Port Lincoln,QantasLink,2022-02-01,87,10.0,11.0
Albury,Sydney,QantasLink,2022-02-01,63,10.0,6.0
Alice Springs,Adelaide,QantasLink,2022-02-01,23,6.0,7.0
Armidale,Sydney,QantasLink,2022-02-01,58,15.0,12.0
Ballina,Sydney,QantasLink,2022-02-01,60,12.0,11.0
Brisbane,Cairns,QantasLink,2022-02-01,26,4.0,4.0
Brisbane,Canberra,QantasLink,2022-02-01,100,23.0,20.0
Brisbane,Emerald,QantasLink,2022-02-01,78,8.0,8.0
Brisbane,Gladstone,QantasLink,2022-02-01,88,15.0,16.0
Brisbane,Hobart,QantasLink,2022-02-01,20,6.0,3.0
Brisbane,Mackay,QantasLink,2022-02-01,3,1.0,1.0
Brisbane,Mount Isa,QantasLink,2022-02-01,12,1.0,0.0
Brisbane,Newcastle,QantasLink,2022-02-01,50,5.0,7.0
Brisbane,Proserpine,QantasLink,2022-02-01,20,2.0,3.0
Brisbane,Rockhampton,QantasLink,2022-02-01,102,21.0,25.0
Brisbane,Townsville,QantasLink,2022-02-01,13,3.0,5.0
Cairns,Brisbane,QantasLink,2022-02-01,26,2.0,2.0
Cairns,Townsville,QantasLink,2022-02-01,93,10.0,7.0
Canberra,Adelaide,QantasLink,2022-02-01,46,4.0,3.0
Canberra,Brisbane,QantasLink,2022-02-01,101,20.0,24.0
Canberra,Melbourne,QantasLink,2022-02-01,137,15.0,16.0
Canberra,Sydney,QantasLink,2022-02-01,242,47.0,48.0
Coffs Harbour,Sydney,QantasLink,2022-02-01,68,16.0,21.0
Dubbo,Sydney,QantasLink,2022-02-01,62,11.0,8.0
Emerald,Brisbane,QantasLink,2022-02-01,76,7.0,8.0
Gladstone,Brisbane,QantasLink,2022-02-01,89,13.0,14.0
Gold Coast,Adelaide,QantasLink,2022-02-01,6,3.0,1.0
Gold Coast,Melbourne,QantasLink,2022-02-01,5,4.0,2.0
Hobart,Brisbane,QantasLink,2022-02-01,20,5.0,7.0
Hobart,Melbourne,QantasLink,2022-02-01,78,15.0,12.0
Hobart,Sydney,QantasLink,2022-02-01,1,1.0,1.0
Kalgoorlie,Perth,QantasLink,2022-02-01,48,8.0,8.0
Karratha,Perth,QantasLink,2022-02-01,75,3.0,3.0
Launceston,Melbourne,QantasLink,2022-02-01,48,17.0,14.0
Launceston,Sydney,QantasLink,2022-02-01,16,4.0,2.0
Mackay,Brisbane,QantasLink,2022-02-01,6,1.0,1.0
Melbourne,Canberra,QantasLink,2022-02-01,139,18.0,20.0
Melbourne,Gold Coast,QantasLink,2022-02-01,5,1.0,1.0
Melbourne,Hobart,QantasLink,2022-02-01,78,17.0,13.0
Melbourne,Launceston,QantasLink,2022-02-01,50,5.0,9.0
Melbourne,Mildura,QantasLink,2022-02-01,88,17.0,7.0
Melbourne,Newcastle,QantasLink,2022-02-01,24,4.0,4.0
Melbourne,Sunshine Coast,QantasLink,2022-02-01,3,1.0,1.0
Mildura,Melbourne,QantasLink,2022-02-01,88,13.0,15.0
Mount Isa,Brisbane,QantasLink,2022-02-01,11,0.0,0.0
Newcastle,Brisbane,QantasLink,2022-02-01,47,7.0,6.0
Newcastle,Melbourne,QantasLink,2022-02-01,24,3.0,3.0
Newman,Perth,QantasLink,2022-02-01,94,27.0,25.0
Perth,Kalgoorlie,QantasLink,2022-02-01,48,5.0,6.0
Perth,Karratha,QantasLink,2022-02-01,74,1.0,3.0
Perth,Newman,QantasLink,2022-02-01,94,11.0,10.0
Perth,Port Hedland,QantasLink,2022-02-01,68,5.0,9.0
Port Hedland,Perth,QantasLink,2022-02-01,66,11.0,9.0
Port Lincoln,Adelaide,QantasLink,2022-02-01,87,11.0,13.0
Port Macquarie,Sydney,QantasLink,2022-02-01,57,11.0,8.0
Proserpine,Brisbane,QantasLink,2022-02-01,21,5.0,5.0
Rockhampton,Brisbane,QantasLink,2022-02-01,101,18.0,16.0
Sunshine Coast,Melbourne,QantasLink,2022-02-01,3,2.0,0.0
Sydney,Albury,QantasLink,2022-02-01,64,9.0,7.0
Sydney,Armidale,QantasLink,2022-02-01,58,9.0,10.0
Sydney,Ballina,QantasLink,2022-02-01,60,13.0,13.0
Sydney,Canberra,QantasLink,2022-02-01,247,58.0,48.0
Sydney,Coffs Harbour,QantasLink,2022-02-01,68,14.0,16.0
Sydney,Dubbo,QantasLink,2022-02-01,62,10.0,12.0
Sydney,Hobart,QantasLink,2022-02-01,2,2.0,2.0
Sydney,Launceston,QantasLink,2022-02-01,16,2.0,2.0
Sydney,Port Macquarie,QantasLink,2022-02-01,57,9.0,9.0
Sydney,Wagga Wagga,QantasLink,2022-02-01,62,14.0,7.0
Townsville,Brisbane,QantasLink,2022-02-01,13,6.0,5.0
Townsville,Cairns,QantasLink,2022-02-01,91,13.0,10.0
Wagga Wagga,Sydney,QantasLink,2022-02-01,62,4.0,4.0
Adelaide,Melbourne,Rex Airlines,2022-02-01,31,0.0,0.0
Adelaide,Port Lincoln,Rex Airlines,2022-02-01,127,8.0,5.0
Albury,Sydney,Rex Airlines,2022-02-01,75,6.0,6.0
Armidale,Sydney,Rex Airlines,2022-02-01,51,10.0,14.0
Ballina,Sydney,Rex Airlines,2022-02-01,26,3.0,4.0
Brisbane,Melbourne,Rex Airlines,2022-02-01,27,7.0,5.0
Brisbane,Sydney,Rex Airlines,2022-02-01,30,4.0,5.0
Cairns,Townsville,Rex Airlines,2022-02-01,8,0.0,0.0
Canberra,Melbourne,Rex Airlines,2022-02-01,19,3.0,2.0
Canberra,Sydney,Rex Airlines,2022-02-01,54,4.0,10.0
Coffs Harbour,Sydney,Rex Airlines,2022-02-01,71,12.0,13.0
Dubbo,Sydney,Rex Airlines,2022-02-01,85,7.0,14.0
Gold Coast,Melbourne,Rex Airlines,2022-02-01,48,3.0,3.0
Gold Coast,Sydney,Rex Airlines,2022-02-01,39,1.0,1.0
Melbourne,Adelaide,Rex Airlines,2022-02-01,31,0.0,0.0
Melbourne,Brisbane,Rex Airlines,2022-02-01,27,2.0,3.0
Melbourne,Canberra,Rex Airlines,2022-02-01,19,1.0,1.0
Melbourne,Gold Coast,Rex Airlines,2022-02-01,47,1.0,1.0
Melbourne,Mildura,Rex Airlines,2022-02-01,43,3.0,6.0
Melbourne,Sydney,Rex Airlines,2022-02-01,66,1.0,3.0
Mildura,Melbourne,Rex Airlines,2022-02-01,41,1.0,1.0
Port Lincoln,Adelaide,Rex Airlines,2022-02-01,124,11.0,13.0
Port Macquarie,Sydney,Rex Airlines,2022-02-01,71,7.0,17.0
Sydney,Albury,Rex Airlines,2022-02-01,75,3.0,3.0
Sydney,Armidale,Rex Airlines,2022-02-01,51,7.0,10.0
Sydney,Ballina,Rex Airlines,2022-02-01,25,3.0,4.0
Sydney,Brisbane,Rex Airlines,2022-02-01,31,5.0,7.0
Sydney,Canberra,Rex Airlines,2022-02-01,52,7.0,13.0
Sydney,Coffs Harbour,Rex Airlines,2022-02-01,71,15.0,14.0
Sydney,Dubbo,Rex Airlines,2022-02-01,88,11.0,9.0
Sydney,Gold Coast,Rex Airlines,2022-02-01,39,0.0,0.0
Sydney,Melbourne,Rex Airlines,2022-02-01,66,5.0,4.0
Sydney,Port Macquarie,Rex Airlines,2022-02-01,71,10.0,10.0
Sydney,Wagga Wagga,Rex Airlines,2022-02-01,62,11.0,10.0
Townsville,Cairns,Rex Airlines,2022-02-01,8,1.0,1.0
Wagga Wagga,Sydney,Rex Airlines,2022-02-01,62,6.0,7.0
Adelaide,Alice Springs,Virgin Australia,2022-02-01,8,1.0,0.0
Adelaide,Brisbane,Virgin Australia,2022-02-01,63,7.0,7.0
Adelaide,Canberra,Virgin Australia,2022-02-01,15,1.0,1.0
Adelaide,Gold Coast,Virgin Australia,2022-02-01,18,1.0,3.0
Adelaide,Melbourne,Virgin Australia,2022-02-01,140,27.0,16.0
Adelaide,Perth,Virgin Australia,2022-02-01,3,2.0,2.0
Adelaide,Sydney,Virgin Australia,2022-02-01,73,9.0,11.0
Alice Springs,Adelaide,Virgin Australia,2022-02-01,8,2.0,2.0
Ballina,Sydney,Virgin Australia,2022-02-01,37,8.0,6.0
Brisbane,Adelaide,Virgin Australia,2022-02-01,63,14.0,8.0
Brisbane,Cairns,Virgin Australia,2022-02-01,81,21.0,31.0
Brisbane,Canberra,Virgin Australia,2022-02-01,57,14.0,12.0
Brisbane,Darwin,Virgin Australia,2022-02-01,19,5.0,5.0
Brisbane,Emerald,Virgin Australia,2022-02-01,23,3.0,1.0
Brisbane,Gladstone,Virgin Australia,2022-02-01,33,3.0,4.0
Brisbane,Hamilton Island,Virgin Australia,2022-02-01,29,8.0,9.0
Brisbane,Hobart,Virgin Australia,2022-02-01,31,9.0,2.0
Brisbane,Mackay,Virgin Australia,2022-02-01,78,25.0,30.0
Brisbane,Melbourne,Virgin Australia,2022-02-01,204,66.0,56.0
Brisbane,Mount Isa,Virgin Australia,2022-02-01,12,4.0,5.0
Brisbane,Newcastle,Virgin Australia,2022-02-01,61,14.0,12.0
Brisbane,Perth,Virgin Australia,2022-02-01,25,19.0,7.0
Brisbane,Proserpine,Virgin Australia,2022-02-01,28,3.0,3.0
Brisbane,Rockhampton,Virgin Australia,2022-02-01,67,9.0,14.0
Brisbane,Sydney,Virgin Australia,2022-02-01,227,85.0,66.0
Brisbane,Townsville,Virgin Australia,2022-02-01,70,17.0,20.0
Broome,Perth,Virgin Australia,2022-02-01,3,0.0,0.0
Cairns,Brisbane,Virgin Australia,2022-02-01,81,22.0,13.0
Cairns,Melbourne,Virgin Australia,2022-02-01,31,12.0,8.0
Cairns,Sydney,Virgin Australia,2022-02-01,28,4.0,4.0
Canberra,Adelaide,Virgin Australia,2022-02-01,15,1.0,1.0
Canberra,Brisbane,Virgin Australia,2022-02-01,57,7.0,8.0
Canberra,Melbourne,Virgin Australia,2022-02-01,67,15.0,12.0
Coffs Harbour,Sydney,Virgin Australia,2022-02-01,16,2.0,2.0
Darwin,Brisbane,Virgin Australia,2022-02-01,19,6.0,4.0
Emerald,Brisbane,Virgin Australia,2022-02-01,23,1.0,2.0
Gladstone,Brisbane,Virgin Australia,2022-02-01,33,4.0,7.0
Gold Coast,Adelaide,Virgin Australia,2022-02-01,17,5.0,3.0
Gold Coast,Melbourne,Virgin Australia,2022-02-01,203,54.0,24.0
Gold Coast,Sydney,Virgin Australia,2022-02-01,177,52.0,43.0
Hamilton Island,Brisbane,Virgin Australia,2022-02-01,29,18.0,13.0
Hamilton Island,Sydney,Virgin Australia,2022-02-01,20,9.0,9.0
Hobart,Brisbane,Virgin Australia,2022-02-01,31,9.0,11.0
Hobart,Melbourne,Virgin Australia,2022-02-01,79,19.0,21.0
Hobart,Sydney,Virgin Australia,2022-02-01,47,7.0,10.0
Kalgoorlie,Perth,Virgin Australia,2022-02-01,30,3.0,3.0
Karratha,Perth,Virgin Australia,2022-02-01,30,3.0,2.0
Launceston,Melbourne,Virgin Australia,2022-02-01,56,2.0,6.0
Launceston,Sydney,Virgin Australia,2022-02-01,17,4.0,4.0
Mackay,Brisbane,Virgin Australia,2022-02-01,78,22.0,16.0
Melbourne,Adelaide,Virgin Australia,2022-02-01,139,25.0,30.0
Melbourne,Brisbane,Virgin Australia,2022-02-01,202,38.0,48.0
Melbourne,Cairns,Virgin Australia,2022-02-01,31,11.0,9.0
Melbourne,Canberra,Virgin Australia,2022-02-01,68,13.0,13.0
Melbourne,Gold Coast,Virgin Australia,2022-02-01,204,38.0,47.0
Melbourne,Hobart,Virgin Australia,2022-02-01,79,15.0,13.0
Melbourne,Launceston,Virgin Australia,2022-02-01,56,7.0,4.0
Melbourne,Newcastle,Virgin Australia,2022-02-01,19,4.0,5.0
Melbourne,Perth,Virgin Australia,2022-02-01,38,26.0,11.0
Melbourne,Sunshine Coast,Virgin Australia,2022-02-01,67,8.0,13.0
Melbourne,Sydney,Virgin Australia,2022-02-01,382,63.0,62.0
Mount Isa,Brisbane,Virgin Australia,2022-02-01,12,4.0,4.0
Newcastle,Brisbane,Virgin Australia,2022-02-01,61,11.0,18.0
Newcastle,Melbourne,Virgin Australia,2022-02-01,19,5.0,4.0
Newman,Perth,Virgin Australia,2022-02-01,22,5.0,3.0
Perth,Adelaide,Virgin Australia,2022-02-01,3,2.0,2.0
Perth,Brisbane,Virgin Australia,2022-02-01,24,9.0,9.0
Perth,Broome,Virgin Australia,2022-02-01,3,0.0,0.0
Perth,Kalgoorlie,Virgin Australia,2022-02-01,30,2.0,1.0
Perth,Karratha,Virgin Australia,2022-02-01,30,3.0,2.0
Perth,Melbourne,Virgin Australia,2022-02-01,38,24.0,22.0
Perth,Newman,Virgin Australia,2022-02-01,22,2.0,3.0
Perth,Port Hedland,Virgin Australia,2022-02-01,12,1.0,2.0
Perth,Sydney,Virgin Australia,2022-02-01,13,5.0,2.0
Port Hedland,Perth,Virgin Australia,2022-02-01,12,5.0,4.0
Proserpine,Brisbane,Virgin Australia,2022-02-01,28,9.0,8.0
Rockhampton,Brisbane,Virgin Australia,2022-02-01,67,12.0,12.0
Sunshine Coast,Melbourne,Virgin Australia,2022-02-01,67,30.0,25.0
Sunshine Coast,Sydney,Virgin Australia,2022-02-01,44,21.0,22.0
Sydney,Adelaide,Virgin Australia,2022-02-01,72,15.0,11.0
Sydney,Ballina,Virgin Australia,2022-02-01,37,7.0,8.0
Sydney,Brisbane,Virgin Australia,2022-02-01,229,44.0,48.0
Sydney,Cairns,Virgin Australia,2022-02-01,28,3.0,4.0
Sydney,Coffs Harbour,Virgin Australia,2022-02-01,16,1.0,2.0
Sydney,Gold Coast,Virgin Australia,2022-02-01,178,35.0,42.0
Sydney,Hamilton Island,Virgin Australia,2022-02-01,20,2.0,4.0
Sydney,Hobart,Virgin Australia,2022-02-01,47,5.0,4.0
Sydney,Launceston,Virgin Australia,2022-02-01,17,5.0,4.0
Sydney,Melbourne,Virgin Australia,2022-02-01,380,104.0,70.0
Sydney,Perth,Virgin Australia,2022-02-01,13,9.0,4.0
Sydney,Sunshine Coast,Virgin Australia,2022-02-01,44,7.0,10.0
Townsville,Brisbane,Virgin Australia,2022-02-01,69,16.0,14.0
Adelaide,Perth,Virgin Australia Regional Airlines,2022-02-01,3,3.0,2.0
Broome,Perth,Virgin Australia Regional Airlines,2022-02-01,26,5.0,3.0
Darwin,Perth,Virgin Australia Regional Airlines,2022-02-01,3,1.0,0.0
Kalgoorlie,Perth,Virgin Australia Regional Airlines,2022-02-01,26,3.0,3.0
Karratha,Perth,Virgin Australia Regional Airlines,2022-02-01,18,3.0,3.0
Newman,Perth,Virgin Australia Regional Airlines,2022-02-01,30,7.0,6.0
Perth,Adelaide,Virgin Australia Regional Airlines,2022-02-01,3,1.0,1.0
Perth,Broome,Virgin Australia Regional Airlines,2022-02-01,26,4.0,3.0
Perth,Darwin,Virgin Australia Regional Airlines,2022-02-01,3,0.0,0.0
Perth,Kalgoorlie,Virgin Australia Regional Airlines,2022-02-01,26,1.0,2.0
Perth,Karratha,Virgin Australia Regional Airlines,2022-02-01,18,2.0,3.0
Perth,Newman,Virgin Australia Regional Airlines,2022-02-01,30,3.0,3.0
Perth,Port Hedland,Virgin Australia Regional Airlines,2022-02-01,36,5.0,5.0
Port Hedland,Perth,Virgin Australia Regional Airlines,2022-02-01,36,7.0,12.0
Adelaide,Brisbane,Jetstar,2022-03-01,23,5.0,10.0
Adelaide,Gold Coast,Jetstar,2022-03-01,23,2.0,2.0
Adelaide,Melbourne,Jetstar,2022-03-01,76,30.0,25.0
Adelaide,Perth,Jetstar,2022-03-01,17,4.0,0.0
Adelaide,Sydney,Jetstar,2022-03-01,74,16.0,19.0
Ballina,Sydney,Jetstar,2022-03-01,59,25.0,23.0
Brisbane,Adelaide,Jetstar,2022-03-01,23,17.0,14.0
Brisbane,Cairns,Jetstar,2022-03-01,59,28.0,26.0
Brisbane,Canberra,Jetstar,2022-03-01,18,7.0,3.0
Brisbane,Darwin,Jetstar,2022-03-01,15,2.0,5.0
Brisbane,Hobart,Jetstar,2022-03-01,27,5.0,3.0
Brisbane,Mackay,Jetstar,2022-03-01,23,15.0,10.0
Brisbane,Melbourne,Jetstar,2022-03-01,125,46.0,36.0
Brisbane,Newcastle,Jetstar,2022-03-01,33,5.0,7.0
Brisbane,Perth,Jetstar,2022-03-01,19,10.0,4.0
Brisbane,Proserpine,Jetstar,2022-03-01,29,16.0,19.0
Brisbane,Sydney,Jetstar,2022-03-01,96,33.0,26.0
Brisbane,Townsville,Jetstar,2022-03-01,39,7.0,5.0
Cairns,Brisbane,Jetstar,2022-03-01,59,15.0,15.0
Cairns,Melbourne,Jetstar,2022-03-01,49,20.0,15.0
Cairns,Sydney,Jetstar,2022-03-01,55,14.0,13.0
Canberra,Brisbane,Jetstar,2022-03-01,18,8.0,5.0
Darwin,Brisbane,Jetstar,2022-03-01,14,8.0,5.0
Gold Coast,Adelaide,Jetstar,2022-03-01,23,7.0,1.0
Gold Coast,Melbourne,Jetstar,2022-03-01,144,34.0,27.0
Gold Coast,Sydney,Jetstar,2022-03-01,185,61.0,50.0
Hamilton Island,Sydney,Jetstar,2022-03-01,24,8.0,8.0
Hobart,Brisbane,Jetstar,2022-03-01,27,5.0,7.0
Hobart,Melbourne,Jetstar,2022-03-01,114,47.0,46.0
Hobart,Sydney,Jetstar,2022-03-01,61,10.0,19.0
Launceston,Melbourne,Jetstar,2022-03-01,73,34.0,29.0
Launceston,Sydney,Jetstar,2022-03-01,40,21.0,19.0
Mackay,Brisbane,Jetstar,2022-03-01,23,13.0,13.0
Melbourne,Adelaide,Jetstar,2022-03-01,77,36.0,28.0
Melbourne,Brisbane,Jetstar,2022-03-01,124,36.0,45.0
Melbourne,Cairns,Jetstar,2022-03-01,49,27.0,28.0
Melbourne,Gold Coast,Jetstar,2022-03-01,144,44.0,49.0
Melbourne,Hobart,Jetstar,2022-03-01,113,33.0,30.0
Melbourne,Launceston,Jetstar,2022-03-01,73,23.0,22.0
Melbourne,Newcastle,Jetstar,2022-03-01,51,16.0,20.0
Melbourne,Perth,Jetstar,2022-03-01,33,10.0,7.0
Melbourne,Sunshine Coast,Jetstar,2022-03-01,68,18.0,33.0
Melbourne,Sydney,Jetstar,2022-03-01,264,72.0,81.0
Newcastle,Brisbane,Jetstar,2022-03-01,33,6.0,14.0
Newcastle,Melbourne,Jetstar,2022-03-01,51,26.0,22.0
Perth,Adelaide,Jetstar,2022-03-01,17,3.0,2.0
Perth,Brisbane,Jetstar,2022-03-01,19,12.0,14.0
Perth,Melbourne,Jetstar,2022-03-01,33,20.0,25.0
Perth,Sydney,Jetstar,2022-03-01,29,20.0,11.0
Proserpine,Brisbane,Jetstar,2022-03-01,29,20.0,19.0
Sunshine Coast,Melbourne,Jetstar,2022-03-01,65,26.0,18.0
Sunshine Coast,Sydney,Jetstar,2022-03-01,56,21.0,23.0
Sydney,Adelaide,Jetstar,2022-03-01,75,42.0,20.0
Sydney,Ballina,Jetstar,2022-03-01,58,8.0,12.0
Sydney,Brisbane,Jetstar,2022-03-01,97,36.0,38.0
Sydney,Cairns,Jetstar,2022-03-01,55,14.0,18.0
Sydney,Gold Coast,Jetstar,2022-03-01,187,57.0,60.0
Sydney,Hamilton Island,Jetstar,2022-03-01,24,5.0,5.0
Sydney,Hobart,Jetstar,2022-03-01,62,11.0,6.0
Sydney,Launceston,Jetstar,2022-03-01,39,13.0,12.0
Sydney,Melbourne,Jetstar,2022-03-01,263,86.0,47.0
Sydney,Perth,Jetstar,2022-03-01,29,22.0,4.0
Sydney,Sunshine Coast,Jetstar,2022-03-01,57,13.0,17.0
Townsville,Brisbane,Jetstar,2022-03-01,39,16.0,14.0
Adelaide,Brisbane,Qantas,2022-03-01,88,7.0,8.0
Adelaide,Melbourne,Qantas,2022-03-01,201,12.0,13.0
Adelaide,Perth,Qantas,2022-03-01,49,11.0,6.0
Adelaide,Sydney,Qantas,2022-03-01,204,26.0,38.0
Brisbane,Adelaide,Qantas,2022-03-01,88,17.0,7.0
Brisbane,Cairns,Qantas,2022-03-01,90,16.0,22.0
Brisbane,Canberra,Qantas,2022-03-01,13,3.0,2.0
Brisbane,Darwin,Qantas,2022-03-01,35,6.0,4.0
Brisbane,Hamilton Island,Qantas,2022-03-01,27,1.0,1.0
Brisbane,Mackay,Qantas,2022-03-01,88,8.0,9.0
Brisbane,Melbourne,Qantas,2022-03-01,330,47.0,27.0
Brisbane,Mount Isa,Qantas,2022-03-01,36,3.0,1.0
Brisbane,Perth,Qantas,2022-03-01,64,12.0,4.0
Brisbane,Sydney,Qantas,2022-03-01,492,63.0,62.0
Brisbane,Townsville,Qantas,2022-03-01,99,17.0,21.0
Broome,Perth,Qantas,2022-03-01,52,3.0,1.0
Cairns,Brisbane,Qantas,2022-03-01,91,13.0,6.0
Cairns,Melbourne,Qantas,2022-03-01,36,4.0,5.0
Cairns,Sydney,Qantas,2022-03-01,44,10.0,8.0
Canberra,Brisbane,Qantas,2022-03-01,13,3.0,2.0
Canberra,Melbourne,Qantas,2022-03-01,16,2.0,2.0
Darwin,Brisbane,Qantas,2022-03-01,35,8.0,9.0
Gold Coast,Melbourne,Qantas,2022-03-01,68,12.0,11.0
Gold Coast,Sydney,Qantas,2022-03-01,110,34.0,34.0
Hamilton Island,Brisbane,Qantas,2022-03-01,27,5.0,2.0
Hamilton Island,Sydney,Qantas,2022-03-01,27,5.0,4.0
Hobart,Sydney,Qantas,2022-03-01,22,1.0,3.0
Kalgoorlie,Perth,Qantas,2022-03-01,31,3.0,2.0
Karratha,Perth,Qantas,2022-03-01,90,4.0,5.0
Mackay,Brisbane,Qantas,2022-03-01,84,9.0,10.0
Melbourne,Adelaide,Qantas,2022-03-01,202,15.0,11.0
Melbourne,Brisbane,Qantas,2022-03-01,334,38.0,74.0
Melbourne,Cairns,Qantas,2022-03-01,36,8.0,8.0
Melbourne,Canberra,Qantas,2022-03-01,16,2.0,2.0
Melbourne,Gold Coast,Qantas,2022-03-01,68,4.0,8.0
Melbourne,Perth,Qantas,2022-03-01,81,34.0,18.0
Melbourne,Sunshine Coast,Qantas,2022-03-01,37,2.0,2.0
Melbourne,Sydney,Qantas,2022-03-01,779,84.0,135.0
Mount Isa,Brisbane,Qantas,2022-03-01,36,3.0,3.0
Newman,Perth,Qantas,2022-03-01,17,2.0,3.0
Perth,Adelaide,Qantas,2022-03-01,49,7.0,6.0
Perth,Brisbane,Qantas,2022-03-01,65,2.0,10.0
Perth,Broome,Qantas,2022-03-01,53,3.0,2.0
Perth,Kalgoorlie,Qantas,2022-03-01,31,1.0,0.0
Perth,Karratha,Qantas,2022-03-01,92,5.0,5.0
Perth,Melbourne,Qantas,2022-03-01,82,15.0,28.0
Perth,Newman,Qantas,2022-03-01,17,1.0,2.0
Perth,Port Hedland,Qantas,2022-03-01,46,2.0,1.0
Perth,Sydney,Qantas,2022-03-01,92,17.0,24.0
Port Hedland,Perth,Qantas,2022-03-01,46,6.0,4.0
Sunshine Coast,Melbourne,Qantas,2022-03-01,37,7.0,5.0
Sunshine Coast,Sydney,Qantas,2022-03-01,49,9.0,7.0
Sydney,Adelaide,Qantas,2022-03-01,205,40.0,31.0
Sydney,Brisbane,Qantas,2022-03-01,490,99.0,110.0
Sydney,Cairns,Qantas,2022-03-01,44,13.0,16.0
Sydney,Gold Coast,Qantas,2022-03-01,111,26.0,33.0
Sydney,Hamilton Island,Qantas,2022-03-01,27,5.0,4.0
Sydney,Hobart,Qantas,2022-03-01,22,1.0,1.0
Sydney,Melbourne,Qantas,2022-03-01,759,105.0,57.0
Sydney,Perth,Qantas,2022-03-01,92,45.0,30.0
Sydney,Sunshine Coast,Qantas,2022-03-01,50,6.0,9.0
Townsville,Brisbane,Qantas,2022-03-01,99,15.0,10.0
Adelaide,Alice Springs,QantasLink,2022-03-01,34,4.0,5.0
Adelaide,Canberra,QantasLink,2022-03-01,59,11.0,13.0
