Departing_Port,Arriving_Port,Airline,Month_Start,Flights,Departures_Delayed,Arrivals_Delayed
Canberra,Brisbane,Qantas,2005-07-01,119,20.0,20.0
Canberra,Melbourne,Qantas,2005-07-01,217,40.0,37.0
Darwin,Brisbane,Qantas,2005-07-01,57,17.0,10.0
Darwin,Melbourne,Qantas,2005-07-01,31,7.0,5.0
Darwin,Sydney,Qantas,2005-07-01,31,8.0,5.0
Gold Coast,Sydney,Qantas,2005-07-01,62,7.0,7.0
Hobart,Melbourne,Qantas,2005-07-01,62,7.0,9.0
Hobart,Sydney,Qantas,2005-07-01,31,5.0,2.0
Kalgoorlie,Perth,Qantas,2005-07-01,46,16.0,15.0
Karratha,Perth,Qantas,2005-07-01,56,9.0,6.0
Launceston,Melbourne,Qantas,2005-07-01,33,0.0,0.0
Mackay,Brisbane,Qantas,2005-07-01,31,14.0,9.0
Melbourne,Adelaide,Qantas,2005-07-01,371,56.0,47.0
Melbourne,Brisbane,Qantas,2005-07-01,461,59.0,47.0
Melbourne,Cairns,Qantas,2005-07-01,31,4.0,3.0
Melbourne,Canberra,Qantas,2005-07-01,196,24.0,26.0
Melbourne,Darwin,Qantas,2005-07-01,31,6.0,13.0
Melbourne,Hobart,Qantas,2005-07-01,62,16.0,16.0
Melbourne,Launceston,Qantas,2005-07-01,33,18.0,15.0
Melbourne,Perth,Qantas,2005-07-01,184,45.0,62.0
Melbourne,Sydney,Qantas,2005-07-01,811,64.0,70.0
Perth,Adelaide,Qantas,2005-07-01,118,32.0,17.0
Perth,Brisbane,Qantas,2005-07-01,88,36.0,20.0
Perth,Broome,Qantas,2005-07-01,41,8.0,5.0
Perth,Kalgoorlie,Qantas,2005-07-01,47,10.0,10.0
Perth,Karratha,Qantas,2005-07-01,56,7.0,6.0
Perth,Melbourne,Qantas,2005-07-01,188,55.0,21.0
Perth,Sydney,Qantas,2005-07-01,159,42.0,17.0
Sydney,Adelaide,Qantas,2005-07-01,304,57.0,35.0
Sydney,Brisbane,Qantas,2005-07-01,613,68.0,82.0
Sydney,Cairns,Qantas,2005-07-01,101,15.0,21.0
Sydney,Darwin,Qantas,2005-07-01,31,9.0,14.0
Sydney,Gold Coast,Qantas,2005-07-01,62,6.0,8.0
Sydney,Hobart,Qantas,2005-07-01,31,4.0,5.0
Sydney,Melbourne,Qantas,2005-07-01,806,78.0,89.0
Sydney,Perth,Qantas,2005-07-01,169,17.0,49.0
Sydney,Townsville,Qantas,2005-07-01,26,0.0,2.0
Townsville,Brisbane,Qantas,2005-07-01,149,38.0,39.0
Townsville,Sydney,Qantas,2005-07-01,26,4.0,2.0
Albury,Sydney,QantasLink,2005-07-01,114,44.0,33.0
Ballina,Sydney,QantasLink,2005-07-01,29,7.0,9.0
Brisbane,Newcastle,QantasLink,2005-07-01,47,10.0,11.0
Brisbane,Rockhampton,QantasLink,2005-07-01,256,28.0,28.0
Broome,Perth,QantasLink,2005-07-01,31,6.0,8.0
Burnie,Melbourne,QantasLink,2005-07-01,89,8.0,10.0
Canberra,Melbourne,QantasLink,2005-07-01,95,16.0,14.0
Coffs Harbour,Sydney,QantasLink,2005-07-01,180,26.0,31.0
Devonport,Melbourne,QantasLink,2005-07-01,116,10.0,15.0
Dubbo,Sydney,QantasLink,2005-07-01,122,13.0,14.0
Kalgoorlie,Perth,QantasLink,2005-07-01,38,5.0,7.0
Karratha,Perth,QantasLink,2005-07-01,50,12.0,9.0
Melbourne,Burnie,QantasLink,2005-07-01,91,11.0,12.0
Melbourne,Canberra,QantasLink,2005-07-01,86,20.0,16.0
Melbourne,Devonport,QantasLink,2005-07-01,116,15.0,12.0
Melbourne,Mildura,QantasLink,2005-07-01,138,21.0,21.0
Melbourne,Newcastle,QantasLink,2005-07-01,67,11.0,12.0
Mildura,Melbourne,QantasLink,2005-07-01,135,17.0,20.0
Newcastle,Brisbane,QantasLink,2005-07-01,47,7.0,8.0
Newcastle,Melbourne,QantasLink,2005-07-01,66,16.0,17.0
Perth,Broome,QantasLink,2005-07-01,23,4.0,2.0
Perth,Kalgoorlie,QantasLink,2005-07-01,38,6.0,6.0
Perth,Karratha,QantasLink,2005-07-01,57,14.0,11.0
Rockhampton,Brisbane,QantasLink,2005-07-01,225,25.0,18.0
Sydney,Albury,QantasLink,2005-07-01,117,7.0,8.0
Sydney,Ballina,QantasLink,2005-07-01,29,9.0,8.0
Sydney,Coffs Harbour,QantasLink,2005-07-01,180,23.0,29.0
Sydney,Dubbo,QantasLink,2005-07-01,122,23.0,19.0
Sydney,Wagga Wagga,QantasLink,2005-07-01,127,21.0,32.0
Wagga Wagga,Sydney,QantasLink,2005-07-01,128,23.0,36.0
Albury,Sydney,Regional Express,2005-07-01,111,25.0,31.0
Ballina,Sydney,Regional Express,2005-07-01,109,19.0,28.0
Burnie,Melbourne,Regional Express,2005-07-01,76,3.0,4.0
Devonport,Melbourne,Regional Express,2005-07-01,31,2.0,3.0
Dubbo,Sydney,Regional Express,2005-07-01,107,26.0,22.0
Melbourne,Burnie,Regional Express,2005-07-01,75,5.0,3.0
Melbourne,Devonport,Regional Express,2005-07-01,31,2.0,2.0
Melbourne,Mildura,Regional Express,2005-07-01,76,5.0,5.0
Mildura,Melbourne,Regional Express,2005-07-01,75,1.0,4.0
Sydney,Albury,Regional Express,2005-07-01,113,30.0,35.0
Sydney,Ballina,Regional Express,2005-07-01,110,21.0,20.0
Sydney,Dubbo,Regional Express,2005-07-01,107,23.0,24.0
Sydney,Wagga Wagga,Regional Express,2005-07-01,117,33.0,53.0
Wagga Wagga,Sydney,Regional Express,2005-07-01,119,30.0,34.0
Broome,Perth,Skywest,2005-07-01,21,6.0,5.0
Kalgoorlie,Perth,Skywest,2005-07-01,48,2.0,2.0
Karratha,Perth,Skywest,2005-07-01,22,1.0,1.0
Perth,Broome,Skywest,2005-07-01,21,7.0,7.0
Perth,Kalgoorlie,Skywest,2005-07-01,48,2.0,2.0
Perth,Karratha,Skywest,2005-07-01,19,2.0,1.0
Adelaide,Alice Springs,Virgin Australia,2005-07-01,18,4.0,10.0
Adelaide,Brisbane,Virgin Australia,2005-07-01,62,16.0,15.0
Adelaide,Canberra,Virgin Australia,2005-07-01,31,3.0,3.0
Adelaide,Gold Coast,Virgin Australia,2005-07-01,31,3.0,4.0
Adelaide,Melbourne,Virgin Australia,2005-07-01,257,19.0,18.0
Adelaide,Perth,Virgin Australia,2005-07-01,31,0.0,2.0
Adelaide,Sydney,Virgin Australia,2005-07-01,155,34.0,21.0
Alice Springs,Adelaide,Virgin Australia,2005-07-01,18,10.0,9.0
Ballina,Sydney,Virgin Australia,2005-07-01,31,7.0,7.0
Brisbane,Adelaide,Virgin Australia,2005-07-01,62,5.0,7.0
Brisbane,Cairns,Virgin Australia,2005-07-01,124,15.0,16.0
Brisbane,Canberra,Virgin Australia,2005-07-01,93,10.0,9.0
Brisbane,Darwin,Virgin Australia,2005-07-01,31,2.0,8.0
Brisbane,Hobart,Virgin Australia,2005-07-01,31,2.0,4.0
Brisbane,Mackay,Virgin Australia,2005-07-01,93,20.0,19.0
Brisbane,Melbourne,Virgin Australia,2005-07-01,299,32.0,31.0
Brisbane,Newcastle,Virgin Australia,2005-07-01,31,3.0,3.0
Brisbane,Perth,Virgin Australia,2005-07-01,31,5.0,5.0
Brisbane,Proserpine,Virgin Australia,2005-07-01,31,3.0,4.0
Brisbane,Rockhampton,Virgin Australia,2005-07-01,93,14.0,13.0
Brisbane,Sydney,Virgin Australia,2005-07-01,493,48.0,60.0
Brisbane,Townsville,Virgin Australia,2005-07-01,102,9.0,6.0
Broome,Perth,Virgin Australia,2005-07-01,31,8.0,10.0
Cairns,Brisbane,Virgin Australia,2005-07-01,124,13.0,12.0
Cairns,Melbourne,Virgin Australia,2005-07-01,62,17.0,12.0
Cairns,Sydney,Virgin Australia,2005-07-01,88,20.0,19.0
Canberra,Adelaide,Virgin Australia,2005-07-01,31,3.0,4.0
Canberra,Brisbane,Virgin Australia,2005-07-01,93,10.0,12.0
Canberra,Melbourne,Virgin Australia,2005-07-01,106,7.0,9.0
Coffs Harbour,Sydney,Virgin Australia,2005-07-01,62,8.0,8.0
Darwin,Brisbane,Virgin Australia,2005-07-01,31,15.0,12.0
Darwin,Melbourne,Virgin Australia,2005-07-01,13,7.0,6.0
Darwin,Sydney,Virgin Australia,2005-07-01,31,10.0,14.0
Gold Coast,Adelaide,Virgin Australia,2005-07-01,31,3.0,5.0
Gold Coast,Melbourne,Virgin Australia,2005-07-01,186,31.0,29.0
Gold Coast,Sydney,Virgin Australia,2005-07-01,281,23.0,21.0
Hobart,Brisbane,Virgin Australia,2005-07-01,31,5.0,4.0
Hobart,Melbourne,Virgin Australia,2005-07-01,118,11.0,8.0
Hobart,Sydney,Virgin Australia,2005-07-01,60,8.0,3.0
Launceston,Melbourne,Virgin Australia,2005-07-01,109,7.0,6.0
Launceston,Sydney,Virgin Australia,2005-07-01,31,2.0,3.0
Mackay,Brisbane,Virgin Australia,2005-07-01,93,13.0,12.0
Melbourne,Adelaide,Virgin Australia,2005-07-01,258,38.0,40.0
Melbourne,Brisbane,Virgin Australia,2005-07-01,299,35.0,33.0
Melbourne,Cairns,Virgin Australia,2005-07-01,62,9.0,18.0
Melbourne,Canberra,Virgin Australia,2005-07-01,106,7.0,6.0
Melbourne,Darwin,Virgin Australia,2005-07-01,13,2.0,5.0
Melbourne,Gold Coast,Virgin Australia,2005-07-01,186,24.0,18.0
Melbourne,Hobart,Virgin Australia,2005-07-01,119,11.0,8.0
Melbourne,Launceston,Virgin Australia,2005-07-01,109,9.0,11.0
Melbourne,Newcastle,Virgin Australia,2005-07-01,31,2.0,2.0
Melbourne,Perth,Virgin Australia,2005-07-01,124,11.0,17.0
Melbourne,Sunshine Coast,Virgin Australia,2005-07-01,62,3.0,3.0
Melbourne,Sydney,Virgin Australia,2005-07-01,680,68.0,62.0
Newcastle,Brisbane,Virgin Australia,2005-07-01,31,4.0,11.0
Newcastle,Melbourne,Virgin Australia,2005-07-01,31,2.0,2.0
Perth,Adelaide,Virgin Australia,2005-07-01,31,5.0,3.0
Perth,Brisbane,Virgin Australia,2005-07-01,31,11.0,9.0
Perth,Broome,Virgin Australia,2005-07-01,31,5.0,7.0
Perth,Melbourne,Virgin Australia,2005-07-01,124,21.0,8.0
Perth,Sydney,Virgin Australia,2005-07-01,93,21.0,14.0
Proserpine,Brisbane,Virgin Australia,2005-07-01,31,2.0,7.0
Rockhampton,Brisbane,Virgin Australia,2005-07-01,93,11.0,11.0
Sunshine Coast,Melbourne,Virgin Australia,2005-07-01,62,6.0,7.0
Sunshine Coast,Sydney,Virgin Australia,2005-07-01,41,3.0,6.0
Sydney,Adelaide,Virgin Australia,2005-07-01,155,25.0,34.0
Sydney,Ballina,Virgin Australia,2005-07-01,31,8.0,9.0
Sydney,Brisbane,Virgin Australia,2005-07-01,494,71.0,67.0
Sydney,Cairns,Virgin Australia,2005-07-01,88,17.0,19.0
Sydney,Coffs Harbour,Virgin Australia,2005-07-01,62,8.0,9.0
Sydney,Darwin,Virgin Australia,2005-07-01,31,4.0,13.0
Sydney,Gold Coast,Virgin Australia,2005-07-01,282,34.0,25.0
Sydney,Hobart,Virgin Australia,2005-07-01,60,2.0,5.0
Sydney,Launceston,Virgin Australia,2005-07-01,31,3.0,2.0
Sydney,Melbourne,Virgin Australia,2005-07-01,681,68.0,82.0
Sydney,Perth,Virgin Australia,2005-07-01,93,12.0,10.0
Sydney,Sunshine Coast,Virgin Australia,2005-07-01,41,3.0,4.0
Sydney,Townsville,Virgin Australia,2005-07-01,31,9.0,7.0
Townsville,Brisbane,Virgin Australia,2005-07-01,102,6.0,9.0
Townsville,Sydney,Virgin Australia,2005-07-01,31,4.0,4.0
Adelaide,Gold Coast,Jetstar,2005-08-01,31,5.0,1.0
Brisbane,Cairns,Jetstar,2005-08-01,62,1.0,10.0
Brisbane,Hobart,Jetstar,2005-08-01,20,3.0,3.0
Brisbane,Mackay,Jetstar,2005-08-01,89,6.0,8.0
Brisbane,Newcastle,Jetstar,2005-08-01,85,6.0,6.0
Brisbane,Proserpine,Jetstar,2005-08-01,31,0.0,0.0
Brisbane,Rockhampton,Jetstar,2005-08-01,30,0.0,0.0
Cairns,Brisbane,Jetstar,2005-08-01,62,10.0,14.0
Cairns,Melbourne,Jetstar,2005-08-01,58,7.0,6.0
Cairns,Sydney,Jetstar,2005-08-01,43,4.0,2.0
Gold Coast,Adelaide,Jetstar,2005-08-01,31,1.0,2.0
Gold Coast,Melbourne,Jetstar,2005-08-01,154,40.0,53.0
Gold Coast,Sydney,Jetstar,2005-08-01,232,20.0,29.0
Hobart,Brisbane,Jetstar,2005-08-01,20,4.0,4.0
Hobart,Melbourne,Jetstar,2005-08-01,119,36.0,38.0
Hobart,Sydney,Jetstar,2005-08-01,61,7.0,7.0
Launceston,Melbourne,Jetstar,2005-08-01,114,16.0,17.0
Launceston,Sydney,Jetstar,2005-08-01,31,1.0,1.0
Mackay,Brisbane,Jetstar,2005-08-01,89,8.0,7.0
Melbourne,Cairns,Jetstar,2005-08-01,57,0.0,0.0
Melbourne,Gold Coast,Jetstar,2005-08-01,154,30.0,31.0
Melbourne,Hobart,Jetstar,2005-08-01,119,30.0,32.0
Melbourne,Launceston,Jetstar,2005-08-01,114,14.0,13.0
Melbourne,Newcastle,Jetstar,2005-08-01,75,9.0,11.0
Melbourne,Sunshine Coast,Jetstar,2005-08-01,51,6.0,8.0
Newcastle,Brisbane,Jetstar,2005-08-01,85,9.0,8.0
Newcastle,Melbourne,Jetstar,2005-08-01,75,12.0,10.0
Proserpine,Brisbane,Jetstar,2005-08-01,31,2.0,2.0
Rockhampton,Brisbane,Jetstar,2005-08-01,31,23.0,24.0
Sunshine Coast,Melbourne,Jetstar,2005-08-01,51,17.0,20.0
Sunshine Coast,Sydney,Jetstar,2005-08-01,79,18.0,13.0
Sydney,Cairns,Jetstar,2005-08-01,43,3.0,8.0
Sydney,Gold Coast,Jetstar,2005-08-01,232,21.0,23.0
Sydney,Hobart,Jetstar,2005-08-01,61,4.0,7.0
Sydney,Launceston,Jetstar,2005-08-01,31,1.0,1.0
Sydney,Sunshine Coast,Jetstar,2005-08-01,79,9.0,13.0
Adelaide,Alice Springs,Qantas,2005-08-01,31,1.0,1.0
Adelaide,Brisbane,Qantas,2005-08-01,120,11.0,7.0
Adelaide,Canberra,Qantas,2005-08-01,50,6.0,5.0
Adelaide,Melbourne,Qantas,2005-08-01,359,48.0,45.0
Adelaide,Perth,Qantas,2005-08-01,120,21.0,49.0
Adelaide,Sydney,Qantas,2005-08-01,318,24.0,30.0
Alice Springs,Adelaide,Qantas,2005-08-01,31,12.0,13.0
Brisbane,Adelaide,Qantas,2005-08-01,120,20.0,16.0
Brisbane,Cairns,Qantas,2005-08-01,124,15.0,17.0
Brisbane,Canberra,Qantas,2005-08-01,126,15.0,12.0
Brisbane,Darwin,Qantas,2005-08-01,58,8.0,5.0
Brisbane,Mackay,Qantas,2005-08-01,31,2.0,2.0
Brisbane,Melbourne,Qantas,2005-08-01,445,44.0,64.0
Brisbane,Perth,Qantas,2005-08-01,89,16.0,26.0
Brisbane,Sydney,Qantas,2005-08-01,598,75.0,96.0
Brisbane,Townsville,Qantas,2005-08-01,151,26.0,28.0
Broome,Perth,Qantas,2005-08-01,43,8.0,7.0
Cairns,Brisbane,Qantas,2005-08-01,134,13.0,14.0
Cairns,Melbourne,Qantas,2005-08-01,31,8.0,3.0
Cairns,Sydney,Qantas,2005-08-01,106,15.0,8.0
Canberra,Adelaide,Qantas,2005-08-01,54,3.0,5.0
Canberra,Brisbane,Qantas,2005-08-01,122,13.0,9.0
Canberra,Melbourne,Qantas,2005-08-01,234,33.0,29.0
Darwin,Brisbane,Qantas,2005-08-01,58,9.0,5.0
Darwin,Melbourne,Qantas,2005-08-01,31,5.0,2.0
Darwin,Sydney,Qantas,2005-08-01,31,2.0,0.0
Gold Coast,Sydney,Qantas,2005-08-01,62,7.0,6.0
Hobart,Melbourne,Qantas,2005-08-01,62,4.0,8.0
Hobart,Sydney,Qantas,2005-08-01,31,2.0,1.0
Kalgoorlie,Perth,Qantas,2005-08-01,55,17.0,23.0
Karratha,Perth,Qantas,2005-08-01,52,2.0,4.0
Launceston,Melbourne,Qantas,2005-08-01,31,2.0,2.0
Mackay,Brisbane,Qantas,2005-08-01,31,6.0,5.0
Melbourne,Adelaide,Qantas,2005-08-01,371,56.0,49.0
Melbourne,Brisbane,Qantas,2005-08-01,445,63.0,52.0
Melbourne,Cairns,Qantas,2005-08-01,31,3.0,0.0
Melbourne,Canberra,Qantas,2005-08-01,207,28.0,27.0
Melbourne,Darwin,Qantas,2005-08-01,31,8.0,8.0
Melbourne,Hobart,Qantas,2005-08-01,62,17.0,13.0
Melbourne,Launceston,Qantas,2005-08-01,31,16.0,16.0
Melbourne,Perth,Qantas,2005-08-01,191,42.0,76.0
Melbourne,Sydney,Qantas,2005-08-01,797,74.0,95.0
Perth,Adelaide,Qantas,2005-08-01,120,31.0,19.0
Perth,Brisbane,Qantas,2005-08-01,89,32.0,10.0
Perth,Broome,Qantas,2005-08-01,43,6.0,6.0
Perth,Kalgoorlie,Qantas,2005-08-01,54,9.0,9.0
Perth,Karratha,Qantas,2005-08-01,52,5.0,4.0
Perth,Melbourne,Qantas,2005-08-01,193,69.0,43.0
Perth,Sydney,Qantas,2005-08-01,164,40.0,20.0
Sydney,Adelaide,Qantas,2005-08-01,301,42.0,40.0
Sydney,Brisbane,Qantas,2005-08-01,599,63.0,61.0
Sydney,Cairns,Qantas,2005-08-01,106,14.0,17.0
Sydney,Darwin,Qantas,2005-08-01,31,5.0,9.0
Sydney,Gold Coast,Qantas,2005-08-01,62,12.0,10.0
Sydney,Hobart,Qantas,2005-08-01,31,2.0,2.0
Sydney,Melbourne,Qantas,2005-08-01,790,85.0,106.0
Sydney,Perth,Qantas,2005-08-01,171,25.0,69.0
Sydney,Townsville,Qantas,2005-08-01,27,1.0,3.0
Townsville,Brisbane,Qantas,2005-08-01,151,30.0,29.0
Townsville,Sydney,Qantas,2005-08-01,27,3.0,0.0
Albury,Sydney,QantasLink,2005-08-01,118,29.0,25.0
Ballina,Sydney,QantasLink,2005-08-01,31,18.0,9.0
Brisbane,Newcastle,QantasLink,2005-08-01,50,5.0,5.0
Brisbane,Rockhampton,QantasLink,2005-08-01,264,8.0,11.0
Broome,Perth,QantasLink,2005-08-01,27,3.0,3.0
Burnie,Melbourne,QantasLink,2005-08-01,92,8.0,18.0
Canberra,Melbourne,QantasLink,2005-08-01,101,16.0,19.0
Coffs Harbour,Sydney,QantasLink,2005-08-01,183,24.0,29.0
Devonport,Melbourne,QantasLink,2005-08-01,116,11.0,18.0
Dubbo,Sydney,QantasLink,2005-08-01,143,12.0,17.0
Kalgoorlie,Perth,QantasLink,2005-08-01,33,5.0,6.0
Karratha,Perth,QantasLink,2005-08-01,60,8.0,4.0
Melbourne,Burnie,QantasLink,2005-08-01,93,10.0,8.0
Melbourne,Canberra,QantasLink,2005-08-01,101,20.0,16.0
Melbourne,Devonport,QantasLink,2005-08-01,119,28.0,22.0
Melbourne,Mildura,QantasLink,2005-08-01,139,21.0,27.0
Melbourne,Newcastle,QantasLink,2005-08-01,75,13.0,17.0
Mildura,Melbourne,QantasLink,2005-08-01,139,18.0,25.0
Newcastle,Brisbane,QantasLink,2005-08-01,50,9.0,7.0
Newcastle,Melbourne,QantasLink,2005-08-01,75,8.0,17.0
Perth,Broome,QantasLink,2005-08-01,18,2.0,1.0
Perth,Kalgoorlie,QantasLink,2005-08-01,33,2.0,4.0
Perth,Karratha,QantasLink,2005-08-01,69,8.0,7.0
Rockhampton,Brisbane,QantasLink,2005-08-01,234,7.0,1.0
Sydney,Albury,QantasLink,2005-08-01,120,22.0,39.0
Sydney,Ballina,QantasLink,2005-08-01,31,6.0,2.0
Sydney,Coffs Harbour,QantasLink,2005-08-01,183,20.0,27.0
Sydney,Dubbo,QantasLink,2005-08-01,143,16.0,18.0
Sydney,Wagga Wagga,QantasLink,2005-08-01,135,12.0,23.0
Wagga Wagga,Sydney,QantasLink,2005-08-01,135,15.0,29.0
Albury,Sydney,Regional Express,2005-08-01,108,15.0,20.0
Ballina,Sydney,Regional Express,2005-08-01,103,3.0,12.0
Burnie,Melbourne,Regional Express,2005-08-01,80,1.0,4.0
Devonport,Melbourne,Regional Express,2005-08-01,29,1.0,2.0
Dubbo,Sydney,Regional Express,2005-08-01,109,16.0,19.0
Melbourne,Burnie,Regional Express,2005-08-01,80,4.0,4.0
Melbourne,Devonport,Regional Express,2005-08-01,28,3.0,2.0
Melbourne,Mildura,Regional Express,2005-08-01,78,7.0,11.0
Mildura,Melbourne,Regional Express,2005-08-01,78,4.0,9.0
Sydney,Albury,Regional Express,2005-08-01,109,15.0,23.0
Sydney,Ballina,Regional Express,2005-08-01,102,3.0,11.0
Sydney,Dubbo,Regional Express,2005-08-01,109,4.0,14.0
Sydney,Wagga Wagga,Regional Express,2005-08-01,112,20.0,37.0
Wagga Wagga,Sydney,Regional Express,2005-08-01,115,16.0,22.0
Broome,Perth,Skywest,2005-08-01,22,4.0,5.0
Kalgoorlie,Perth,Skywest,2005-08-01,47,3.0,12.0
Karratha,Perth,Skywest,2005-08-01,21,2.0,2.0
Perth,Broome,Skywest,2005-08-01,24,6.0,7.0
Perth,Kalgoorlie,Skywest,2005-08-01,47,3.0,3.0
Perth,Karratha,Skywest,2005-08-01,18,4.0,3.0
Adelaide,Alice Springs,Virgin Australia,2005-08-01,18,4.0,6.0
Adelaide,Brisbane,Virgin Australia,2005-08-01,92,12.0,9.0
Adelaide,Canberra,Virgin Australia,2005-08-01,31,0.0,0.0
Adelaide,Gold Coast,Virgin Australia,2005-08-01,31,5.0,2.0
Adelaide,Melbourne,Virgin Australia,2005-08-01,263,24.0,20.0
Adelaide,Perth,Virgin Australia,2005-08-01,31,4.0,8.0
Adelaide,Sydney,Virgin Australia,2005-08-01,155,15.0,14.0
Alice Springs,Adelaide,Virgin Australia,2005-08-01,18,5.0,8.0
Ballina,Sydney,Virgin Australia,2005-08-01,31,6.0,8.0
Brisbane,Adelaide,Virgin Australia,2005-08-01,92,9.0,4.0
Brisbane,Cairns,Virgin Australia,2005-08-01,124,4.0,12.0
Brisbane,Canberra,Virgin Australia,2005-08-01,93,6.0,3.0
Brisbane,Darwin,Virgin Australia,2005-08-01,31,3.0,6.0
Brisbane,Hobart,Virgin Australia,2005-08-01,31,0.0,1.0
Brisbane,Mackay,Virgin Australia,2005-08-01,92,6.0,8.0
Brisbane,Melbourne,Virgin Australia,2005-08-01,299,18.0,21.0
Brisbane,Newcastle,Virgin Australia,2005-08-01,31,2.0,2.0
Brisbane,Perth,Virgin Australia,2005-08-01,31,0.0,3.0
Brisbane,Proserpine,Virgin Australia,2005-08-01,31,1.0,3.0
Brisbane,Rockhampton,Virgin Australia,2005-08-01,93,8.0,11.0
Brisbane,Sydney,Virgin Australia,2005-08-01,515,28.0,44.0
Brisbane,Townsville,Virgin Australia,2005-08-01,101,5.0,5.0
Broome,Perth,Virgin Australia,2005-08-01,31,9.0,9.0
Cairns,Brisbane,Virgin Australia,2005-08-01,124,7.0,5.0
Cairns,Melbourne,Virgin Australia,2005-08-01,62,10.0,9.0
Cairns,Sydney,Virgin Australia,2005-08-01,89,12.0,16.0
Canberra,Adelaide,Virgin Australia,2005-08-01,31,1.0,1.0
Canberra,Brisbane,Virgin Australia,2005-08-01,93,1.0,1.0
Canberra,Melbourne,Virgin Australia,2005-08-01,105,9.0,10.0
Coffs Harbour,Sydney,Virgin Australia,2005-08-01,62,4.0,5.0
Darwin,Brisbane,Virgin Australia,2005-08-01,31,7.0,5.0
Darwin,Melbourne,Virgin Australia,2005-08-01,13,5.0,7.0
Darwin,Sydney,Virgin Australia,2005-08-01,31,6.0,14.0
Gold Coast,Adelaide,Virgin Australia,2005-08-01,31,1.0,1.0
Gold Coast,Melbourne,Virgin Australia,2005-08-01,186,31.0,15.0
Gold Coast,Sydney,Virgin Australia,2005-08-01,279,24.0,20.0
Hobart,Brisbane,Virgin Australia,2005-08-01,31,1.0,0.0
Hobart,Melbourne,Virgin Australia,2005-08-01,119,8.0,8.0
Hobart,Sydney,Virgin Australia,2005-08-01,62,5.0,2.0
Launceston,Melbourne,Virgin Australia,2005-08-01,112,5.0,4.0
Launceston,Sydney,Virgin Australia,2005-08-01,31,3.0,3.0
Mackay,Brisbane,Virgin Australia,2005-08-01,92,5.0,2.0
Melbourne,Adelaide,Virgin Australia,2005-08-01,263,26.0,44.0
Melbourne,Brisbane,Virgin Australia,2005-08-01,299,24.0,25.0
Melbourne,Cairns,Virgin Australia,2005-08-01,62,7.0,8.0
Melbourne,Canberra,Virgin Australia,2005-08-01,105,9.0,8.0
Melbourne,Darwin,Virgin Australia,2005-08-01,14,0.0,1.0
Melbourne,Gold Coast,Virgin Australia,2005-08-01,186,15.0,16.0
Melbourne,Hobart,Virgin Australia,2005-08-01,120,9.0,7.0
Melbourne,Launceston,Virgin Australia,2005-08-01,112,10.0,11.0
Melbourne,Newcastle,Virgin Australia,2005-08-01,31,1.0,2.0
Melbourne,Perth,Virgin Australia,2005-08-01,124,8.0,24.0
Melbourne,Sunshine Coast,Virgin Australia,2005-08-01,62,1.0,2.0
Melbourne,Sydney,Virgin Australia,2005-08-01,706,77.0,76.0
Newcastle,Brisbane,Virgin Australia,2005-08-01,31,2.0,4.0
Newcastle,Melbourne,Virgin Australia,2005-08-01,31,3.0,2.0
Perth,Adelaide,Virgin Australia,2005-08-01,31,7.0,1.0
Perth,Brisbane,Virgin Australia,2005-08-01,31,8.0,15.0
Perth,Broome,Virgin Australia,2005-08-01,31,6.0,6.0
Perth,Melbourne,Virgin Australia,2005-08-01,124,18.0,11.0
Perth,Sydney,Virgin Australia,2005-08-01,93,14.0,20.0
Proserpine,Brisbane,Virgin Australia,2005-08-01,31,2.0,2.0
Rockhampton,Brisbane,Virgin Australia,2005-08-01,93,9.0,7.0
Sunshine Coast,Melbourne,Virgin Australia,2005-08-01,62,9.0,6.0
Sunshine Coast,Sydney,Virgin Australia,2005-08-01,39,2.0,1.0
Sydney,Adelaide,Virgin Australia,2005-08-01,155,16.0,21.0
Sydney,Ballina,Virgin Australia,2005-08-01,31,5.0,6.0
Sydney,Brisbane,Virgin Australia,2005-08-01,515,45.0,44.0
Sydney,Cairns,Virgin Australia,2005-08-01,89,28.0,20.0
Sydney,Coffs Harbour,Virgin Australia,2005-08-01,62,2.0,4.0
Sydney,Darwin,Virgin Australia,2005-08-01,31,7.0,6.0
Sydney,Gold Coast,Virgin Australia,2005-08-01,279,20.0,24.0
Sydney,Hobart,Virgin Australia,2005-08-01,62,6.0,7.0
Sydney,Launceston,Virgin Australia,2005-08-01,31,0.0,1.0
Sydney,Melbourne,Virgin Australia,2005-08-01,705,40.0,65.0
Sydney,Perth,Virgin Australia,2005-08-01,93,10.0,15.0
Sydney,Sunshine Coast,Virgin Australia,2005-08-01,39,1.0,2.0
Sydney,Townsville,Virgin Australia,2005-08-01,31,3.0,3.0
Townsville,Brisbane,Virgin Australia,2005-08-01,101,5.0,9.0
Townsville,Sydney,Virgin Australia,2005-08-01,31,1.0,1.0
Adelaide,Gold Coast,Jetstar,2005-09-01,29,5.0,3.0
Ballina,Sydney,Jetstar,2005-09-01,30,2.0,0.0
Brisbane,Cairns,Jetstar,2005-09-01,73,5.0,13.0
Brisbane,Hobart,Jetstar,2005-09-01,17,3.0,3.0
Brisbane,Mackay,Jetstar,2005-09-01,88,6.0,4.0
Brisbane,Newcastle,Jetstar,2005-09-01,90,7.0,11.0
Brisbane,Proserpine,Jetstar,2005-09-01,30,1.0,1.0
