City1,City2,Month,Passenger_Trips,Aircraft_Trips,Route_Distance,Seats
HAMILTON ISLAND,SYDNEY,Oct-20,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Nov-20,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Dec-20,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Jan-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Feb-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Mar-21,16783,139,1526,24674
HAMILTON ISLAND,SYDNEY,Apr-21,20499,183,1526,32442
HAMILTON ISLAND,SYDNEY,May-21,19673,156,1526,27568
HAMILTON ISLAND,SYDNEY,Jun-21,16100,159,1526,28078
HAMILTON ISLAND,SYDNEY,Jul-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Aug-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Sep-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Oct-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Nov-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Dec-21,0,0,1526,0
HAMILTON ISLAND,SYDNEY,Jan-22,13275,146,1526,25928
HAMILTON ISLAND,SYDNEY,Feb-22,15370,128,1526,22601
HAMILTON ISLAND,SYDNEY,Mar-22,17345,146,1526,25823
HAMILTON ISLAND,SYDNEY,Apr-22,20388,194,1526,34407
HAMILTON ISLAND,SYDNEY,May-22,19260,160,1526,28216
HAMILTON ISLAND,SYDNEY,Jun-22,17430,154,1526,26910
HAMILTON ISLAND,SYDNEY,Jul-22,21026,165,1526,29169
HAMILTON ISLAND,SYDNEY,Aug-22,19302,159,1526,28007
KALGOORLIE,PERTH,Jul-14,18493,279,538,31116
KALGOORLIE,PERTH,Aug-14,20449,291,538,32949
KALGOORLIE,PERTH,Sep-14,19180,279,538,30453
KALGOORLIE,PERTH,Oct-14,19639,287,538,31276
KALGOORLIE,PERTH,Nov-14,18547,268,538,29731
KALGOORLIE,PERTH,Dec-14,16894,276,538,30376
KALGOORLIE,PERTH,Jan-15,14501,270,538,29274
KALGOORLIE,PERTH,Feb-15,16985,257,538,30972
KALGOORLIE,PERTH,Mar-15,19850,287,538,35280
KALGOORLIE,PERTH,Apr-15,17848,284,538,35012
KALGOORLIE,PERTH,May-15,18930,282,538,34524
KALGOORLIE,PERTH,Jun-15,18302,278,538,34586
KALGOORLIE,PERTH,Jul-15,18502,290,538,36308
KALGOORLIE,PERTH,Aug-15,20005,293,538,35651
KALGOORLIE,PERTH,Sep-15,19631,277,538,33422
KALGOORLIE,PERTH,Oct-15,18999,284,538,34121
KALGOORLIE,PERTH,Nov-15,19187,273,538,33308
KALGOORLIE,PERTH,Dec-15,17765,278,538,33477
KALGOORLIE,PERTH,Jan-16,15262,279,538,33274
KALGOORLIE,PERTH,Feb-16,17490,274,538,31504
KALGOORLIE,PERTH,Mar-16,19638,295,538,33460
KALGOORLIE,PERTH,Apr-16,19024,281,538,32066
KALGOORLIE,PERTH,May-16,20789,292,538,33827
KALGOORLIE,PERTH,Jun-16,19594,282,538,32976
KALGOORLIE,PERTH,Jul-16,19517,290,538,33772
KALGOORLIE,PERTH,Aug-16,21653,300,538,35310
KALGOORLIE,PERTH,Sep-16,20002,286,538,32130
KALGOORLIE,PERTH,Oct-16,19571,288,538,33297
KALGOORLIE,PERTH,Nov-16,21130,286,538,32986
KALGOORLIE,PERTH,Dec-16,18005,267,538,30033
KALGOORLIE,PERTH,Jan-17,16307,253,538,29168
KALGOORLIE,PERTH,Feb-17,17761,261,538,31143
KALGOORLIE,PERTH,Mar-17,21753,293,538,34878
KALGOORLIE,PERTH,Apr-17,18212,271,538,31536
KALGOORLIE,PERTH,May-17,21676,296,538,36064
KALGOORLIE,PERTH,Jun-17,20049,283,538,34294
KALGOORLIE,PERTH,Jul-17,19577,288,538,36251
KALGOORLIE,PERTH,Aug-17,23964,320,538,42046
KALGOORLIE,PERTH,Sep-17,20567,286,538,35892
KALGOORLIE,PERTH,Oct-17,21271,303,538,36517
KALGOORLIE,PERTH,Nov-17,21927,298,538,34821
KALGOORLIE,PERTH,Dec-17,18805,284,538,32824
KALGOORLIE,PERTH,Jan-18,18936,286,538,34914
KALGOORLIE,PERTH,Feb-18,19862,274,538,34637
KALGOORLIE,PERTH,Mar-18,22061,299,538,37583
KALGOORLIE,PERTH,Apr-18,21196,293,538,36827
KALGOORLIE,PERTH,May-18,25389,312,538,39740
KALGOORLIE,PERTH,Jun-18,21925,287,538,36117
KALGOORLIE,PERTH,Jul-18,24027,310,538,38659
KALGOORLIE,PERTH,Aug-18,26945,340,538,44413
KALGOORLIE,PERTH,Sep-18,23469,309,538,38216
KALGOORLIE,PERTH,Oct-18,26464,336,538,43885
KALGOORLIE,PERTH,Nov-18,25912,318,538,41162
KALGOORLIE,PERTH,Dec-18,22146,297,538,36912
KALGOORLIE,PERTH,Jan-19,22016,302,538,38290
KALGOORLIE,PERTH,Feb-19,22058,308,538,39294
KALGOORLIE,PERTH,Mar-19,23095,338,538,43262
KALGOORLIE,PERTH,Apr-19,21356,342,538,42654
KALGOORLIE,PERTH,May-19,24567,365,538,46476
KALGOORLIE,PERTH,Jun-19,21962,353,538,42861
KALGOORLIE,PERTH,Jul-19,23169,338,538,41988
KALGOORLIE,PERTH,Aug-19,25205,356,538,44777
KALGOORLIE,PERTH,Sep-19,23207,329,538,41511
KALGOORLIE,PERTH,Oct-19,26547,331,538,42529
KALGOORLIE,PERTH,Nov-19,23775,285,538,34002
KALGOORLIE,PERTH,Dec-19,21255,280,538,33031
KALGOORLIE,PERTH,Jan-20,19502,311,538,37003
KALGOORLIE,PERTH,Feb-20,20786,305,538,36442
KALGOORLIE,PERTH,Mar-20,16909,309,538,36596
KALGOORLIE,PERTH,Apr-20,3122,82,538,10070
KALGOORLIE,PERTH,May-20,2037,34,538,3850
KALGOORLIE,PERTH,Jun-20,4515,55,538,7158
KALGOORLIE,PERTH,Jul-20,9100,108,538,14320
KALGOORLIE,PERTH,Aug-20,12387,142,538,21004
KALGOORLIE,PERTH,Sep-20,14545,187,538,27522
KALGOORLIE,PERTH,Oct-20,17964,238,538,34464
KALGOORLIE,PERTH,Nov-20,18421,249,538,33862
KALGOORLIE,PERTH,Dec-20,18087,240,538,33302
KALGOORLIE,PERTH,Jan-21,15102,248,538,31532
KALGOORLIE,PERTH,Feb-21,14748,222,538,29536
KALGOORLIE,PERTH,Mar-21,22633,272,538,35968
KALGOORLIE,PERTH,Apr-21,20150,257,538,32472
KALGOORLIE,PERTH,May-21,21932,263,538,34480
KALGOORLIE,PERTH,Jun-21,21528,268,538,35608
KALGOORLIE,PERTH,Jul-21,19146,261,538,34786
KALGOORLIE,PERTH,Aug-21,24673,293,538,39961
KALGOORLIE,PERTH,Sep-21,24205,272,538,37288
KALGOORLIE,PERTH,Oct-21,24051,267,538,36852
KALGOORLIE,PERTH,Nov-21,24887,268,538,37688
KALGOORLIE,PERTH,Dec-21,21634,260,538,36512
KALGOORLIE,PERTH,Jan-22,18551,270,538,38420
KALGOORLIE,PERTH,Feb-22,19181,256,538,36904
KALGOORLIE,PERTH,Mar-22,23766,283,538,43118
KALGOORLIE,PERTH,Apr-22,22963,260,538,37320
KALGOORLIE,PERTH,May-22,25080,267,538,37976
KALGOORLIE,PERTH,Jun-22,26486,272,538,37633
KALGOORLIE,PERTH,Jul-22,27533,276,538,39556
KALGOORLIE,PERTH,Aug-22,30321,305,538,44668
KARRATHA,PERTH,Jul-14,61633,655,1250,94359
KARRATHA,PERTH,Aug-14,59843,643,1250,92057
KARRATHA,PERTH,Sep-14,59516,661,1250,94328
KARRATHA,PERTH,Oct-14,63889,711,1250,100781
KARRATHA,PERTH,Nov-14,56459,618,1250,87756
KARRATHA,PERTH,Dec-14,51616,634,1250,89355
KARRATHA,PERTH,Jan-15,48723,637,1250,88539
KARRATHA,PERTH,Feb-15,48323,607,1250,86965
KARRATHA,PERTH,Mar-15,51325,660,1250,93179
KARRATHA,PERTH,Apr-15,51944,667,1250,94241
KARRATHA,PERTH,May-15,49355,643,1250,90873
KARRATHA,PERTH,Jun-15,48975,653,1250,92175
KARRATHA,PERTH,Jul-15,54313,695,1250,95869
KARRATHA,PERTH,Aug-15,49463,634,1250,88886
KARRATHA,PERTH,Sep-15,51096,651,1250,90190
KARRATHA,PERTH,Oct-15,51290,652,1250,87345
KARRATHA,PERTH,Nov-15,49513,633,1250,81156
KARRATHA,PERTH,Dec-15,45052,636,1250,78661
KARRATHA,PERTH,Jan-16,39613,598,1250,75474
KARRATHA,PERTH,Feb-16,38595,592,1250,74261
KARRATHA,PERTH,Mar-16,42272,640,1250,80145
KARRATHA,PERTH,Apr-16,41490,574,1250,69636
KARRATHA,PERTH,May-16,45679,626,1250,74608
KARRATHA,PERTH,Jun-16,41160,547,1250,66218
KARRATHA,PERTH,Jul-16,40720,566,1250,68443
KARRATHA,PERTH,Aug-16,41618,605,1250,72449
KARRATHA,PERTH,Sep-16,41575,588,1250,70635
KARRATHA,PERTH,Oct-16,40868,573,1250,68083
KARRATHA,PERTH,Nov-16,41869,579,1250,66516
KARRATHA,PERTH,Dec-16,35185,547,1250,60416
KARRATHA,PERTH,Jan-17,34419,543,1250,60544
KARRATHA,PERTH,Feb-17,33093,491,1250,55603
KARRATHA,PERTH,Mar-17,38810,558,1250,63237
KARRATHA,PERTH,Apr-17,35498,501,1250,55989
KARRATHA,PERTH,May-17,39645,549,1250,61277
KARRATHA,PERTH,Jun-17,38170,525,1250,58238
KARRATHA,PERTH,Jul-17,36443,506,1250,56414
KARRATHA,PERTH,Aug-17,37475,526,1250,58471
KARRATHA,PERTH,Sep-17,35121,484,1250,53360
KARRATHA,PERTH,Oct-17,37933,507,1250,57724
KARRATHA,PERTH,Nov-17,37425,502,1250,56602
KARRATHA,PERTH,Dec-17,32855,478,1250,53612
KARRATHA,PERTH,Jan-18,33453,517,1250,58411
KARRATHA,PERTH,Feb-18,32346,468,1250,53235
KARRATHA,PERTH,Mar-18,36464,516,1250,58585
KARRATHA,PERTH,Apr-18,36042,477,1250,54937
KARRATHA,PERTH,May-18,39248,517,1250,59851
KARRATHA,PERTH,Jun-18,36843,481,1250,55807
KARRATHA,PERTH,Jul-18,40136,497,1250,57964
KARRATHA,PERTH,Aug-18,39972,514,1250,59408
KARRATHA,PERTH,Sep-18,36592,476,1250,53981
KARRATHA,PERTH,Oct-18,39582,519,1250,58502
KARRATHA,PERTH,Nov-18,37792,510,1250,58458
KARRATHA,PERTH,Dec-18,32179,468,1250,53137
KARRATHA,PERTH,Jan-19,35364,524,1250,59686
KARRATHA,PERTH,Feb-19,33476,468,1250,53667
KARRATHA,PERTH,Mar-19,35250,490,1250,55473
KARRATHA,PERTH,Apr-19,39160,491,1250,60062
KARRATHA,PERTH,May-19,39743,524,1250,65454
KARRATHA,PERTH,Jun-19,36877,468,1250,57627
KARRATHA,PERTH,Jul-19,42382,512,1250,61950
KARRATHA,PERTH,Aug-19,40901,500,1250,61517
KARRATHA,PERTH,Sep-19,41667,489,1250,59222
KARRATHA,PERTH,Oct-19,43237,518,1250,64756
KARRATHA,PERTH,Nov-19,40590,488,1250,66408
KARRATHA,PERTH,Dec-19,37576,475,1250,63016
KARRATHA,PERTH,Jan-20,38754,510,1250,66942
KARRATHA,PERTH,Feb-20,35546,440,1250,61976
KARRATHA,PERTH,Mar-20,27615,409,1250,58231
KARRATHA,PERTH,Apr-20,3229,93,1250,12447
KARRATHA,PERTH,May-20,2522,44,1250,5404
KARRATHA,PERTH,Jun-20,6706,72,1250,10318
KARRATHA,PERTH,Jul-20,15957,162,1250,22528
KARRATHA,PERTH,Aug-20,20551,220,1250,32494
KARRATHA,PERTH,Sep-20,30324,347,1250,55038
KARRATHA,PERTH,Oct-20,31780,376,1250,60076
KARRATHA,PERTH,Nov-20,30228,363,1250,61500
KARRATHA,PERTH,Dec-20,29104,384,1250,61678
KARRATHA,PERTH,Jan-21,26847,365,1250,57800
KARRATHA,PERTH,Feb-21,21246,333,1250,54071
KARRATHA,PERTH,Mar-21,34328,388,1250,64176
KARRATHA,PERTH,Apr-21,32570,364,1250,59852
KARRATHA,PERTH,May-21,36036,373,1250,60720
KARRATHA,PERTH,Jun-21,36881,380,1250,60722
KARRATHA,PERTH,Jul-21,37067,379,1250,61028
KARRATHA,PERTH,Aug-21,38694,382,1250,61782
KARRATHA,PERTH,Sep-21,41086,380,1250,61974
KARRATHA,PERTH,Oct-21,40167,371,1250,60423
KARRATHA,PERTH,Nov-21,40666,388,1250,62699
KARRATHA,PERTH,Dec-21,35308,381,1250,60608
KARRATHA,PERTH,Jan-22,31876,395,1250,63490
KARRATHA,PERTH,Feb-22,30597,370,1250,61114
KARRATHA,PERTH,Mar-22,36162,408,1250,66099
KARRATHA,PERTH,Apr-22,37735,366,1250,59381
KARRATHA,PERTH,May-22,40417,378,1250,59586
KARRATHA,PERTH,Jun-22,44507,390,1250,60212
KARRATHA,PERTH,Jul-22,44852,376,1250,56964
KARRATHA,PERTH,Aug-22,48346,393,1250,63210
LAUNCESTON,MELBOURNE,Jul-14,65883,739,476,85581
LAUNCESTON,MELBOURNE,Aug-14,64661,735,476,85496
LAUNCESTON,MELBOURNE,Sep-14,63886,723,476,85354
LAUNCESTON,MELBOURNE,Oct-14,72107,765,476,88926
LAUNCESTON,MELBOURNE,Nov-14,75163,761,476,98799
LAUNCESTON,MELBOURNE,Dec-14,84392,805,476,108541
LAUNCESTON,MELBOURNE,Jan-15,84677,815,476,110177
LAUNCESTON,MELBOURNE,Feb-15,71115,672,476,86031
LAUNCESTON,MELBOURNE,Mar-15,80117,763,476,96931
LAUNCESTON,MELBOURNE,Apr-15,75531,733,476,96757
LAUNCESTON,MELBOURNE,May-15,67219,716,476,93144
LAUNCESTON,MELBOURNE,Jun-15,58822,686,476,88774
LAUNCESTON,MELBOURNE,Jul-15,70777,724,476,92305
LAUNCESTON,MELBOURNE,Aug-15,63911,689,476,88314
LAUNCESTON,MELBOURNE,Sep-15,63760,690,476,88278
LAUNCESTON,MELBOURNE,Oct-15,74599,744,476,97672
LAUNCESTON,MELBOURNE,Nov-15,80556,804,476,111528
LAUNCESTON,MELBOURNE,Dec-15,89781,875,476,119834
LAUNCESTON,MELBOURNE,Jan-16,89103,857,476,120298
LAUNCESTON,MELBOURNE,Feb-16,78260,726,476,96991
LAUNCESTON,MELBOURNE,Mar-16,83110,758,476,101799
LAUNCESTON,MELBOURNE,Apr-16,80971,724,476,95981
LAUNCESTON,MELBOURNE,May-16,69338,683,476,86494
LAUNCESTON,MELBOURNE,Jun-16,64683,663,476,85608
LAUNCESTON,MELBOURNE,Jul-16,76073,719,476,94142
LAUNCESTON,MELBOURNE,Aug-16,63574,661,476,82151
LAUNCESTON,MELBOURNE,Sep-16,68644,721,476,88505
LAUNCESTON,MELBOURNE,Oct-16,76318,712,476,90100
LAUNCESTON,MELBOURNE,Nov-16,78193,759,476,97910
LAUNCESTON,MELBOURNE,Dec-16,89738,883,476,119928
LAUNCESTON,MELBOURNE,Jan-17,92650,876,476,121673
LAUNCESTON,MELBOURNE,Feb-17,76088,724,476,94374
LAUNCESTON,MELBOURNE,Mar-17,81708,799,476,104081
LAUNCESTON,MELBOURNE,Apr-17,81241,735,476,98114
LAUNCESTON,MELBOURNE,May-17,67426,697,476,85076
LAUNCESTON,MELBOURNE,Jun-17,61197,672,476,82454
LAUNCESTON,MELBOURNE,Jul-17,74322,718,476,91735
LAUNCESTON,MELBOURNE,Aug-17,65916,642,476,83149
LAUNCESTON,MELBOURNE,Sep-17,69567,698,476,87197
LAUNCESTON,MELBOURNE,Oct-17,78281,734,476,92254
LAUNCESTON,MELBOURNE,Nov-17,81257,763,476,100366
LAUNCESTON,MELBOURNE,Dec-17,93499,863,476,118346
LAUNCESTON,MELBOURNE,Jan-18,95432,911,476,124991
LAUNCESTON,MELBOURNE,Feb-18,77039,733,476,96570
LAUNCESTON,MELBOURNE,Mar-18,91206,813,476,108930
LAUNCESTON,MELBOURNE,Apr-18,85403,748,476,103669
LAUNCESTON,MELBOURNE,May-18,67502,670,476,85276
LAUNCESTON,MELBOURNE,Jun-18,66271,643,476,83620
LAUNCESTON,MELBOURNE,Jul-18,80590,760,476,101530
LAUNCESTON,MELBOURNE,Aug-18,67245,645,476,81368
LAUNCESTON,MELBOURNE,Sep-18,70599,671,476,87258
LAUNCESTON,MELBOURNE,Oct-18,79653,750,476,98294
LAUNCESTON,MELBOURNE,Nov-18,82425,765,476,99513
LAUNCESTON,MELBOURNE,Dec-18,92073,855,476,120210
LAUNCESTON,MELBOURNE,Jan-19,97718,903,476,129787
LAUNCESTON,MELBOURNE,Feb-19,81329,728,476,97607
LAUNCESTON,MELBOURNE,Mar-19,86676,821,476,110874
LAUNCESTON,MELBOURNE,Apr-19,87744,793,476,110394
LAUNCESTON,MELBOURNE,May-19,69263,685,476,87500
LAUNCESTON,MELBOURNE,Jun-19,65493,671,476,88192
LAUNCESTON,MELBOURNE,Jul-19,77062,733,476,97174
LAUNCESTON,MELBOURNE,Aug-19,67814,640,476,80740
LAUNCESTON,MELBOURNE,Sep-19,70054,682,476,87294
LAUNCESTON,MELBOURNE,Oct-19,80299,756,476,98372
LAUNCESTON,MELBOURNE,Nov-19,83126,746,476,99307
LAUNCESTON,MELBOURNE,Dec-19,92582,860,476,119364
LAUNCESTON,MELBOURNE,Jan-20,100569,861,476,119580
LAUNCESTON,MELBOURNE,Feb-20,76723,741,476,100658
LAUNCESTON,MELBOURNE,Mar-20,51238,618,476,76030
LAUNCESTON,MELBOURNE,Apr-20,0,0,476,0
LAUNCESTON,MELBOURNE,May-20,0,0,476,0
LAUNCESTON,MELBOURNE,Jun-20,0,0,476,0
LAUNCESTON,MELBOURNE,Jul-20,0,0,476,0
LAUNCESTON,MELBOURNE,Aug-20,0,0,476,0
LAUNCESTON,MELBOURNE,Sep-20,0,0,476,0
LAUNCESTON,MELBOURNE,Oct-20,0,0,476,0
LAUNCESTON,MELBOURNE,Nov-20,0,0,476,0
LAUNCESTON,MELBOURNE,Dec-20,38122,481,476,55558
LAUNCESTON,MELBOURNE,Jan-21,47282,573,476,79208
LAUNCESTON,MELBOURNE,Feb-21,22818,358,476,41064
LAUNCESTON,MELBOURNE,Mar-21,43804,534,476,66176
LAUNCESTON,MELBOURNE,Apr-21,66162,696,476,96665
LAUNCESTON,MELBOURNE,May-21,48489,568,476,74465
LAUNCESTON,MELBOURNE,Jun-21,14314,314,476,31751
LAUNCESTON,MELBOURNE,Jul-21,25995,419,476,47513
LAUNCESTON,MELBOURNE,Aug-21,3239,200,476,12675
LAUNCESTON,MELBOURNE,Sep-21,1039,190,476,10090
LAUNCESTON,MELBOURNE,Oct-21,898,177,476,10090
LAUNCESTON,MELBOURNE,Nov-21,1027,186,476,9800
LAUNCESTON,MELBOURNE,Dec-21,29857,464,476,54208
LAUNCESTON,MELBOURNE,Jan-22,40596,580,476,73390
LAUNCESTON,MELBOURNE,Feb-22,38683,425,476,48855
LAUNCESTON,MELBOURNE,Mar-22,52782,602,476,68921
LAUNCESTON,MELBOURNE,Apr-22,66783,714,476,86935
LAUNCESTON,MELBOURNE,May-22,55412,648,476,72546
LAUNCESTON,MELBOURNE,Jun-22,56668,676,476,77096
LAUNCESTON,MELBOURNE,Jul-22,60734,619,476,77631
LAUNCESTON,MELBOURNE,Aug-22,49342,518,476,57597
LAUNCESTON,SYDNEY,Jul-14,21717,174,914,31604
LAUNCESTON,SYDNEY,Aug-14,16993,137,914,24688
LAUNCESTON,SYDNEY,Sep-14,22092,160,914,29560
LAUNCESTON,SYDNEY,Oct-14,26264,177,914,32364
LAUNCESTON,SYDNEY,Nov-14,25971,183,914,31814
LAUNCESTON,SYDNEY,Dec-14,31883,232,914,40656
LAUNCESTON,SYDNEY,Jan-15,35243,248,914,43536
LAUNCESTON,SYDNEY,Feb-15,26110,171,914,29702
LAUNCESTON,SYDNEY,Mar-15,27885,188,914,32566
LAUNCESTON,SYDNEY,Apr-15,22536,150,914,25836
LAUNCESTON,SYDNEY,May-15,19177,148,914,25597
LAUNCESTON,SYDNEY,Jun-15,17501,136,914,23310
LAUNCESTON,SYDNEY,Jul-15,20151,152,914,26131
LAUNCESTON,SYDNEY,Aug-15,18209,148,914,25486
LAUNCESTON,SYDNEY,Sep-15,19517,147,914,24945
LAUNCESTON,SYDNEY,Oct-15,23898,170,914,29477
LAUNCESTON,SYDNEY,Nov-15,25186,184,914,31860
LAUNCESTON,SYDNEY,Dec-15,32272,240,914,41985
LAUNCESTON,SYDNEY,Jan-16,35098,248,914,43536
LAUNCESTON,SYDNEY,Feb-16,25886,178,914,30914
LAUNCESTON,SYDNEY,Mar-16,27721,192,914,33469
LAUNCESTON,SYDNEY,Apr-16,24344,154,914,26546
LAUNCESTON,SYDNEY,May-16,18702,128,914,21948
LAUNCESTON,SYDNEY,Jun-16,17951,130,914,22215
LAUNCESTON,SYDNEY,Jul-16,22000,150,914,25878
LAUNCESTON,SYDNEY,Aug-16,17413,128,914,21948
LAUNCESTON,SYDNEY,Sep-16,19686,142,914,24480
LAUNCESTON,SYDNEY,Oct-16,21197,142,914,24437
LAUNCESTON,SYDNEY,Nov-16,25214,168,914,28979
LAUNCESTON,SYDNEY,Dec-16,33362,243,914,42540
LAUNCESTON,SYDNEY,Jan-17,37814,252,914,44073
LAUNCESTON,SYDNEY,Feb-17,26666,172,914,29876
LAUNCESTON,SYDNEY,Mar-17,26922,180,914,31215
LAUNCESTON,SYDNEY,Apr-17,25296,173,914,29847
LAUNCESTON,SYDNEY,May-17,17503,124,914,20596
LAUNCESTON,SYDNEY,Jun-17,17493,130,914,21921
LAUNCESTON,SYDNEY,Jul-17,21034,142,914,24437
LAUNCESTON,SYDNEY,Aug-17,16565,116,914,19800
LAUNCESTON,SYDNEY,Sep-17,18898,130,914,22071
LAUNCESTON,SYDNEY,Oct-17,21251,142,914,24499
LAUNCESTON,SYDNEY,Nov-17,24262,158,914,27432
LAUNCESTON,SYDNEY,Dec-17,32721,221,914,38647
LAUNCESTON,SYDNEY,Jan-18,37923,254,914,44537
LAUNCESTON,SYDNEY,Feb-18,24944,164,914,28632
LAUNCESTON,SYDNEY,Mar-18,27532,180,914,31313
LAUNCESTON,SYDNEY,Apr-18,25260,165,914,28569
LAUNCESTON,SYDNEY,May-18,16655,112,914,19169
LAUNCESTON,SYDNEY,Jun-18,16352,112,914,19200
LAUNCESTON,SYDNEY,Jul-18,22675,152,914,26436
LAUNCESTON,SYDNEY,Aug-18,18337,123,914,21045
LAUNCESTON,SYDNEY,Sep-18,19937,132,914,22798
LAUNCESTON,SYDNEY,Oct-18,23280,166,914,26815
LAUNCESTON,SYDNEY,Nov-18,23443,156,914,27042
LAUNCESTON,SYDNEY,Dec-18,31547,212,914,37982
LAUNCESTON,SYDNEY,Jan-19,37451,246,914,44434
LAUNCESTON,SYDNEY,Feb-19,25053,160,914,28912
LAUNCESTON,SYDNEY,Mar-19,26877,176,914,31754
LAUNCESTON,SYDNEY,Apr-19,26692,179,914,32090
LAUNCESTON,SYDNEY,May-19,17559,115,914,20675
LAUNCESTON,SYDNEY,Jun-19,16763,114,914,20414
LAUNCESTON,SYDNEY,Jul-19,23691,154,914,27787
LAUNCESTON,SYDNEY,Aug-19,18085,114,914,20326
LAUNCESTON,SYDNEY,Sep-19,20893,134,914,23930
LAUNCESTON,SYDNEY,Oct-19,24452,150,914,26968
LAUNCESTON,SYDNEY,Nov-19,24381,154,914,27770
LAUNCESTON,SYDNEY,Dec-19,32734,215,914,39126
LAUNCESTON,SYDNEY,Jan-20,30423,187,914,33809
LAUNCESTON,SYDNEY,Feb-20,24345,161,914,29080
LAUNCESTON,SYDNEY,Mar-20,16551,126,914,22708
LAUNCESTON,SYDNEY,Apr-20,0,0,914,0
LAUNCESTON,SYDNEY,May-20,0,0,914,0
LAUNCESTON,SYDNEY,Jun-20,0,0,914,0
LAUNCESTON,SYDNEY,Jul-20,0,0,914,0
LAUNCESTON,SYDNEY,Aug-20,0,0,914,0
LAUNCESTON,SYDNEY,Sep-20,0,0,914,0
LAUNCESTON,SYDNEY,Oct-20,0,0,914,0
LAUNCESTON,SYDNEY,Nov-20,10247,86,914,15664
LAUNCESTON,SYDNEY,Dec-20,17870,186,914,31808
LAUNCESTON,SYDNEY,Jan-21,0,0,914,0
LAUNCESTON,SYDNEY,Feb-21,14735,132,914,24212
LAUNCESTON,SYDNEY,Mar-21,23660,198,914,34296
LAUNCESTON,SYDNEY,Apr-21,27769,204,914,34238
LAUNCESTON,SYDNEY,May-21,18042,138,914,22116
LAUNCESTON,SYDNEY,Jun-21,17287,130,914,21428
LAUNCESTON,SYDNEY,Jul-21,0,0,914,0
LAUNCESTON,SYDNEY,Aug-21,0,0,914,0
LAUNCESTON,SYDNEY,Sep-21,0,0,914,0
LAUNCESTON,SYDNEY,Oct-21,0,0,914,0
LAUNCESTON,SYDNEY,Nov-21,0,0,914,0
LAUNCESTON,SYDNEY,Dec-21,14456,176,914,30484
LAUNCESTON,SYDNEY,Jan-22,21131,234,914,40576
LAUNCESTON,SYDNEY,Feb-22,17429,138,914,22800
LAUNCESTON,SYDNEY,Mar-22,21265,160,914,27088
LAUNCESTON,SYDNEY,Apr-22,29477,235,914,38439
LAUNCESTON,SYDNEY,May-22,20290,144,914,23784
LAUNCESTON,SYDNEY,Jun-22,19707,154,914,25808
LAUNCESTON,SYDNEY,Jul-22,23452,169,914,28070
LAUNCESTON,SYDNEY,Aug-22,21558,146,914,24409
SUNSHINE COAST,MELBOURNE,Jul-14,37878,248,1454,44310
SUNSHINE COAST,MELBOURNE,Aug-14,30170,194,1454,34548
SUNSHINE COAST,MELBOURNE,Sep-14,35654,232,1454,41388
SUNSHINE COAST,MELBOURNE,Oct-14,36300,233,1454,41620
SUNSHINE COAST,MELBOURNE,Nov-14,31739,208,1454,37130
SUNSHINE COAST,MELBOURNE,Dec-14,32514,230,1454,41005
SUNSHINE COAST,MELBOURNE,Jan-15,35486,242,1454,43140
SUNSHINE COAST,MELBOURNE,Feb-15,22623,157,1454,27916
SUNSHINE COAST,MELBOURNE,Mar-15,27854,182,1454,32450
SUNSHINE COAST,MELBOURNE,Apr-15,33068,226,1454,40190
SUNSHINE COAST,MELBOURNE,May-15,26177,170,1454,30195
SUNSHINE COAST,MELBOURNE,Jun-15,29986,194,1454,34512
SUNSHINE COAST,MELBOURNE,Jul-15,38715,248,1454,44184
SUNSHINE COAST,MELBOURNE,Aug-15,38173,240,1454,42780
SUNSHINE COAST,MELBOURNE,Sep-15,40321,252,1454,44844
SUNSHINE COAST,MELBOURNE,Oct-15,41104,262,1454,46628
SUNSHINE COAST,MELBOURNE,Nov-15,36572,239,1454,42649
SUNSHINE COAST,MELBOURNE,Dec-15,35894,252,1454,44870
SUNSHINE COAST,MELBOURNE,Jan-16,35364,246,1454,43769
SUNSHINE COAST,MELBOURNE,Feb-16,26336,180,1454,31888
SUNSHINE COAST,MELBOURNE,Mar-16,32658,215,1454,38141
SUNSHINE COAST,MELBOURNE,Apr-16,36666,262,1454,46614
SUNSHINE COAST,MELBOURNE,May-16,30394,206,1454,36612
SUNSHINE COAST,MELBOURNE,Jun-16,34935,230,1454,40868
SUNSHINE COAST,MELBOURNE,Jul-16,43093,280,1454,49812
SUNSHINE COAST,MELBOURNE,Aug-16,37197,238,1454,42361
SUNSHINE COAST,MELBOURNE,Sep-16,44137,279,1454,49556
SUNSHINE COAST,MELBOURNE,Oct-16,40910,261,1454,46413
SUNSHINE COAST,MELBOURNE,Nov-16,38667,250,1454,44532
SUNSHINE COAST,MELBOURNE,Dec-16,41420,289,1454,50220
SUNSHINE COAST,MELBOURNE,Jan-17,43378,294,1454,50624
